event_id,timestamp,clip_id,zone,behavior_class,policy_rule_ref,event_description,severity,escalation_action
3baefcc4-df0d-4cfd-8094-22d963ad52eb,2026-06-17T09:00:13.146320+00:00,6_te11,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
dc4bc734-1971-4b00-9ff7-2ba692764ec4,2026-06-17T09:00:13.682496+00:00,6_te11,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b5cce455-3b22-4df7-9cd9-e82c36c3668f,2026-06-17T09:00:13.843526+00:00,6_te11,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
ed7720eb-2850-4174-8eed-e7a0216af616,2026-06-17T09:00:14.237633+00:00,6_te11,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
44300903-78fd-49ad-947f-ab84d28b714e,2026-06-17T09:00:14.416686+00:00,0_tr143,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
befd32ba-7837-48ba-9161-a03a137dddfa,2026-06-17T09:00:14.876601+00:00,0_tr143,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
43869d87-ca96-466c-af2c-ee459ee49110,2026-06-17T09:00:15.329283+00:00,0_tr143,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
b8542e19-9dee-4fba-94e8-9c4e1a53dfbc,2026-06-17T09:00:15.932776+00:00,2_tr105,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
a57332bc-bd9f-4997-a0a3-38c9eb52aea0,2026-06-17T09:00:16.344848+00:00,2_tr105,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
6c1020b8-810d-4e12-aded-1851b20e6f6c,2026-06-17T09:00:18.397124+00:00,7_tr22,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
2d24bb53-ad45-4ef6-ae63-e5b3c413037d,2026-06-17T09:00:19.506303+00:00,4_tr26,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d833d11a-a8ab-45e8-98b5-df3c54316488,2026-06-17T09:00:19.506333+00:00,4_tr26,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
073ea300-73f8-4859-ab74-bc138f776c2d,2026-06-17T09:00:20.251278+00:00,4_tr26,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
c77a0d27-d59a-43f3-849a-dca4472feaf3,2026-06-17T09:00:20.251312+00:00,4_tr26,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
aa212bcd-65bf-49c5-a436-80e599f85dfe,2026-06-17T09:00:20.561212+00:00,0_tr41,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
79855067-904a-4342-a33a-af3cc17a56ac,2026-06-17T09:00:21.361543+00:00,4_te16,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
25275bef-40bc-404f-8abd-1180e2b8b45e,2026-06-17T09:00:21.954213+00:00,4_te16,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
d7c8c4dc-9be7-4963-b43f-dfc359951ea8,2026-06-17T09:00:22.019292+00:00,4_te16,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
9aa00607-f424-4c47-84a9-96d376df5b74,2026-06-17T09:00:22.019324+00:00,4_te16,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
b7ab85db-bfd3-4b92-8f62-deeef9208d51,2026-06-17T09:00:25.477024+00:00,1_tr19,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3c76f6b1-7840-4378-97c3-7eac62444a0f,2026-06-17T09:00:25.660238+00:00,0_tr104,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
ff5fa345-68f9-4202-8a81-57e21ded042a,2026-06-17T09:00:26.369368+00:00,0_tr104,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
f09a2e71-8602-451a-b715-0ee8b61ce1d8,2026-06-17T09:00:26.806444+00:00,0_tr161,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e6eb5564-c57a-4c90-985d-d13050d442cb,2026-06-17T09:00:27.547293+00:00,0_tr161,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
ca144e52-c423-4068-a7a2-c46f38b81286,2026-06-17T09:00:28.293188+00:00,0_tr161,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
2025d2fe-12f9-49bc-9019-8a310ca8cf8c,2026-06-17T09:00:28.732398+00:00,2_tr50,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
137204ea-c711-4041-b3ff-6ebc5e58f51a,2026-06-17T09:00:29.295642+00:00,2_tr50,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
72a53066-1121-4612-b350-4a47cec41921,2026-06-17T09:00:30.589886+00:00,0_tr42,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
90f4ff32-dfb1-492c-a567-7f3957428fb4,2026-06-17T09:00:30.589918+00:00,0_tr42,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
ee3bea9d-8787-4641-82f0-aa9beeded13c,2026-06-17T09:00:31.269384+00:00,5_tr19,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
6a03d527-f1a7-48c5-800d-78f90f27ec0e,2026-06-17T09:00:31.705185+00:00,5_tr19,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
8ad1ab06-23a3-4d88-b56d-ae0705c5ca57,2026-06-17T09:00:32.250440+00:00,5_tr19,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
264ff5a6-3f64-456b-a92e-436948d64830,2026-06-17T09:00:32.506847+00:00,0_tr139,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
cb987b0b-fd90-4df9-93ac-643fd7ac50a2,2026-06-17T09:00:32.506886+00:00,0_tr139,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
1e59cea8-2db9-4a85-9149-e7a57e529f15,2026-06-17T09:00:33.044739+00:00,0_tr139,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b1d40873-b552-49af-8b00-f776e58ccdf0,2026-06-17T09:00:33.044773+00:00,0_tr139,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
1e6c2f5a-5716-40ab-bf29-9d2ea3404606,2026-06-17T09:00:33.606837+00:00,0_tr139,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
81af713c-a118-4fca-ba3b-b8142dcd6717,2026-06-17T09:00:33.606869+00:00,0_tr139,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
1c03b772-9a73-4b9d-a49a-1cc26bcb8492,2026-06-17T09:00:33.779704+00:00,0_tr158,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
c2fb9de0-fc7c-4819-a485-92b6c9e80426,2026-06-17T09:00:34.512547+00:00,0_tr158,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
70316f80-b55c-4b96-ae8a-fd2bcb3b0b5f,2026-06-17T09:00:35.285545+00:00,0_tr158,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
010b3cb5-3210-495c-8172-e308ca83528a,2026-06-17T09:00:35.828238+00:00,2_tr109,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
8b7f6308-f397-4e81-bc37-131bed2e008c,2026-06-17T09:00:36.438984+00:00,2_tr109,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
f5d836f9-2fbd-4555-9327-e68fe80757de,2026-06-17T09:00:36.807581+00:00,2_tr47,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
2340355c-4279-4595-bc5a-24abd39b2641,2026-06-17T09:00:37.610536+00:00,1_tr55,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d32a7b2e-5601-4cd4-9b9a-91b084821246,2026-06-17T09:00:37.664373+00:00,1_tr55,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c92d01e2-d0b0-428b-b4ee-e3d8630c848a,2026-06-17T09:00:38.158631+00:00,1_tr55,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
4218c4e9-4a8c-4e9e-a82d-1bec0c4a6d93,2026-06-17T09:00:38.258885+00:00,1_tr55,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
06f15ae8-8101-42c7-8f8e-acbcacecc70a,2026-06-17T09:00:38.684862+00:00,1_tr55,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
5bb6147b-0c07-4f5f-a587-dd333f96f094,2026-06-17T09:00:38.858080+00:00,0_tr136,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3db5c47e-4ed7-47b1-9ea3-b61fafd2218f,2026-06-17T09:00:39.376047+00:00,0_tr136,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
210931f0-79f3-4a7b-8124-c1758f3848da,2026-06-17T09:00:39.899160+00:00,0_tr136,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
ae1a8505-d874-4cea-bbc5-5974c48e9475,2026-06-17T09:00:39.899195+00:00,0_tr136,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c6a88bba-3c2d-4309-8ac1-4f3681a56ece,2026-06-17T09:00:40.070222+00:00,2_tr11,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
559f9f68-d30e-403e-b73d-86fc8d99783b,2026-06-17T09:00:40.070255+00:00,2_tr11,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
6454f0f6-fa25-431f-b0c5-3df2fb58efd9,2026-06-17T09:00:40.790168+00:00,4_te22,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
7dbabac2-c786-47ca-8491-d8b9e2a1dccd,2026-06-17T09:00:40.862724+00:00,4_te22,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
49e78789-01bb-451e-b6dc-b7305fe849c7,2026-06-17T09:00:41.996533+00:00,4_te22,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
36007447-9b6d-45c3-8d98-456b518abc3a,2026-06-17T09:00:41.996567+00:00,4_te22,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
dd7f2205-17dc-44e1-91e3-ae4b223deee9,2026-06-17T09:00:42.225556+00:00,0_tr54,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3b618b04-a420-4769-8e6b-fd063456a9c8,2026-06-17T09:00:42.908538+00:00,0_tr54,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
072ebb9c-10dd-465f-838b-83a68c9baf4d,2026-06-17T09:00:43.007191+00:00,0_tr54,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e122c7ad-df7a-403b-9f66-c60011040934,2026-06-17T09:00:43.741106+00:00,0_tr85,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
ccabc8fd-df18-4aa8-8ae2-5cefd6e94b7b,2026-06-17T09:00:44.368122+00:00,0_tr85,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d20a9a01-e2d5-46f7-8a30-a0df253d8ee1,2026-06-17T09:00:44.655183+00:00,7_tr3,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
9707c3a7-fcd2-4ecb-9293-5a9dc89b05e0,2026-06-17T09:00:44.655216+00:00,7_tr3,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
dff33399-c6bc-4018-85d2-09b45ae6cf1a,2026-06-17T09:00:45.832156+00:00,2_tr82,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
cbc7bccb-0b75-4004-bd64-dbae226c961a,2026-06-17T09:00:46.699584+00:00,0_tr74,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
c6096062-fa88-4d34-9274-84518b179e03,2026-06-17T09:00:47.095398+00:00,0_tr74,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
e17ef980-4cd2-48e5-9bff-9ad64c7dce9a,2026-06-17T09:00:47.515798+00:00,0_tr74,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
7c4d2ec3-2bfd-4775-9e13-83a4eef9e3e2,2026-06-17T09:00:50.403654+00:00,1_tr23,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
79aef357-05b8-4f04-ae2a-d78a43009864,2026-06-17T09:00:50.545535+00:00,1_tr63,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
7e357ec4-127e-4baf-a813-978c0e69927f,2026-06-17T09:00:51.060963+00:00,1_tr63,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
aafe8bad-7c56-4e51-b2d0-6ab6b521efe6,2026-06-17T09:00:52.196563+00:00,7_te1,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
5d556d68-00cc-47bf-971d-2234671956de,2026-06-17T09:00:52.196596+00:00,7_te1,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
2af842e0-35d6-4a0a-86f1-18a811fe48fa,2026-06-17T09:00:52.301164+00:00,7_te1,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
a85d9308-9843-4581-9176-90c2dff4689b,2026-06-17T09:00:52.301196+00:00,7_te1,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
34e28883-445a-48e1-b067-03029d84e33f,2026-06-17T09:00:52.633537+00:00,0_tr89,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
eb1523c2-45f7-4c27-bdb1-e01fde0b32a3,2026-06-17T09:00:52.793068+00:00,0_tr89,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c27a5f03-321a-4866-b2a3-90fa46959d1c,2026-06-17T09:00:53.404276+00:00,0_tr89,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d510ae94-fdbd-4156-b1c6-598b3a35ce1d,2026-06-17T09:00:53.802937+00:00,2_tr81,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
071de87b-dc78-4822-bb33-c49253fa6909,2026-06-17T09:00:53.896249+00:00,2_tr81,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
3728c678-e799-446f-af78-5c70632f6cb9,2026-06-17T09:00:54.870814+00:00,0_tr174,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
749129b4-d293-4599-bb92-bcc60cdd6807,2026-06-17T09:00:54.938233+00:00,0_tr174,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
53e159ec-db78-4931-9526-766a8730ca0e,2026-06-17T09:00:55.571889+00:00,0_tr174,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
aff52ef5-0ca7-4971-b70f-0236a5dd008e,2026-06-17T09:00:55.639684+00:00,0_tr174,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
f438f29d-71da-45de-98e8-f271376bf6f9,2026-06-17T09:00:56.307301+00:00,0_tr174,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
218b107c-f21d-48ef-97e8-96ac43a83cb4,2026-06-17T09:00:56.577704+00:00,0_tr174,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
0bc098fb-55fb-4ec8-afd0-a00104453ae8,2026-06-17T09:00:57.316644+00:00,2_tr10,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
91ba660b-ab5e-4259-a757-1107a9febf47,2026-06-17T09:00:59.894811+00:00,5_tr15,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3a858750-ffce-44fd-af8b-cd4d9a93d2f9,2026-06-17T09:01:00.289555+00:00,5_tr15,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
f7d67b87-cff9-4bf7-b8a8-b277953a2b9b,2026-06-17T09:01:00.621559+00:00,0_tr132,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
f0466f40-362b-416f-861c-fcea1d257470,2026-06-17T09:01:00.687380+00:00,0_tr132,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b21b010c-f380-4ed7-90a8-cb328883b924,2026-06-17T09:01:01.118144+00:00,0_tr132,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
331fcd84-e816-4924-ac11-25dda76893ac,2026-06-17T09:01:01.118177+00:00,0_tr132,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
e324683e-b87f-49aa-9611-64082c6960ad,2026-06-17T09:01:01.663518+00:00,0_tr132,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d5a5008a-af0d-4cda-ae5e-c4c30a22d19b,2026-06-17T09:01:01.663550+00:00,0_tr132,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
580bf859-9114-42d4-895d-9e9721c7a795,2026-06-17T09:01:01.819318+00:00,7_te6,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
1ab088e6-5661-4cb2-b0d9-6bb0c8307ae7,2026-06-17T09:01:01.819348+00:00,7_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
0b25e1ca-3344-4725-a8de-82dbbd17d0e0,2026-06-17T09:01:02.790600+00:00,7_te6,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3540dc3d-6aac-4251-bf89-0cb9f98c5f5c,2026-06-17T09:01:02.790656+00:00,7_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
7f265b53-cdcc-4e4f-8d96-5ad24e0f82a6,2026-06-17T09:01:02.907891+00:00,7_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
e913f7c8-058d-4af2-b518-87bebe4974aa,2026-06-17T09:01:03.297056+00:00,3_tr43,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
27344944-74a4-4781-bdb4-0724e7504e2b,2026-06-17T09:01:03.525578+00:00,3_tr43,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
4e7ea7c8-3dde-4948-b9d3-6e5e734c85e4,2026-06-17T09:01:04.768423+00:00,1_tr81,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
51ef586e-d364-4066-a334-50844ee88932,2026-06-17T09:01:05.558373+00:00,0_tr59,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
a38b9db5-4fe0-416f-bf08-df1638dcd7dc,2026-06-17T09:01:05.718549+00:00,0_tr59,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
809aa069-ad54-4801-9a6c-f6a097cb4af5,2026-06-17T09:01:06.194472+00:00,4_tr16,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
42461d3a-19e1-4cc7-97e2-402c48db187a,2026-06-17T09:01:06.956198+00:00,4_tr16,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
24a5d0e5-6b36-463b-93c3-457c8f20b7b7,2026-06-17T09:01:07.035007+00:00,4_tr16,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
7f511d7e-ba53-4d37-aeb4-8037f09e1505,2026-06-17T09:01:07.507253+00:00,1_tr57,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
174d8a55-dcb7-446a-9149-023b989f2587,2026-06-17T09:01:08.336781+00:00,1_tr57,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
f7ce9529-5eac-4011-b5e9-ad3a297fed90,2026-06-17T09:01:08.894961+00:00,7_tr18,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
22f32cd3-2bed-4410-b181-c5306a88ca6a,2026-06-17T09:01:08.894993+00:00,7_tr18,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
a4f0a8ad-4e84-45e9-b75f-343a93552ec7,2026-06-17T09:01:09.943017+00:00,7_tr18,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b3569cf4-e26c-4ab0-890f-7cd4aee431ff,2026-06-17T09:01:10.124748+00:00,0_te27,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
a6decf23-1ed7-402d-965f-8d17e9121282,2026-06-17T09:01:10.868544+00:00,0_te27,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
